Step,Number
2242,34448901269118270730656197845100906
2243,17224450634559135365328098922550453
2244,51673351903677406095984296767651360
2245,25836675951838703047992148383825680
2246,12918337975919351523996074191912840
2247,6459168987959675761998037095956420
2248,3229584493979837880999018547978210
2249,1614792246989918940499509273989105
2250,4844376740969756821498527821967316
2251,2422188370484878410749263910983658
2252,1211094185242439205374631955491829
2253,3633282555727317616123895866475488
2254,1816641277863658808061947933237744
2255,908320638931829404030973966618872
2256,454160319465914702015486983309436
2257,227080159732957351007743491654718
2258,113540079866478675503871745827359
2259,340620239599436026511615237482078
2260,170310119799718013255807618741039
2261,510930359399154039767422856223118
2262,255465179699577019883711428111559
2263,766395539098731059651134284334678
2264,383197769549365529825567142167339
2265,1149593308648096589476701426502018
2266,574796654324048294738350713251009
2267,1724389962972144884215052139753028
2268,862194981486072442107526069876514
2269,431097490743036221053763034938257
2270,1293292472229108663161289104814772
2271,646646236114554331580644552407386
2272,323323118057277165790322276203693
2273,969969354171831497370966828611080
2274,484984677085915748685483414305540
2275,242492338542957874342741707152770
2276,121246169271478937171370853576385
2277,363738507814436811514112560729156
2278,181869253907218405757056280364578
2279,90934626953609202878528140182289
2280,272803880860827608635584420546868
2281,136401940430413804317792210273434
2282,68200970215206902158896105136717
2283,204602910645620706476688315410152
2284,102301455322810353238344157705076
2285,51150727661405176619172078852538
2286,25575363830702588309586039426269
2287,76726091492107764928758118278808
2288,38363045746053882464379059139404
2289,19181522873026941232189529569702
2290,9590761436513470616094764784851
2291,28772284309540411848284294354554
2292,14386142154770205924142147177277
2293,43158426464310617772426441531832
2294,21579213232155308886213220765916
2295,10789606616077654443106610382958
2296,5394803308038827221553305191479
2297,16184409924116481664659915574438
2298,8092204962058240832329957787219
2299,24276614886174722496989873361658
2300,12138307443087361248494936680829
2301,36414922329262083745484810042488
2302,18207461164631041872742405021244
2303,9103730582315520936371202510622
2304,4551865291157760468185601255311
2305,13655595873473281404556803765934
2306,6827797936736640702278401882967
2307,20483393810209922106835205648902
2308,10241696905104961053417602824451
2309,30725090715314883160252808473354
2310,15362545357657441580126404236677
2311,46087636072972324740379212710032
2312,23043818036486162370189606355016
2313,11521909018243081185094803177508
2314,5760954509121540592547401588754
2315,2880477254560770296273700794377
2316,8641431763682310888821102383132
2317,4320715881841155444410551191566
2318,2160357940920577722205275595783
2319,6481073822761733166615826787350
2320,3240536911380866583307913393675
2321,9721610734142599749923740181026
2322,4860805367071299874961870090513
2323,14582416101213899624885610271540
2324,7291208050606949812442805135770
2325,3645604025303474906221402567885
2326,10936812075910424718664207703656
2327,5468406037955212359332103851828
2328,2734203018977606179666051925914
2329,1367101509488803089833025962957
2330,4101304528466409269499077888872
2331,2050652264233204634749538944436
2332,1025326132116602317374769472218
2333,512663066058301158687384736109
2334,1537989198174903476062154208328
2335,768994599087451738031077104164
2336,384497299543725869015538552082
2337,192248649771862934507769276041
2338,576745949315588803523307828124
2339,288372974657794401761653914062
2340,144186487328897200880826957031
2341,432559461986691602642480871094
2342,216279730993345801321240435547
2343,648839192980037403963721306642
2344,324419596490018701981860653321
2345,973258789470056105945581959964
2346,486629394735028052972790979982
2347,243314697367514026486395489991
2348,729944092102542079459186469974
2349,364972046051271039729593234987
2350,1094916138153813119188779704962
2351,547458069076906559594389852481
2352,1642374207230719678783169557444
2353,821187103615359839391584778722
2354,410593551807679919695792389361
2355,1231780655423039759087377168084
2356,615890327711519879543688584042
2357,307945163855759939771844292021
2358,923835491567279819315532876064
2359,461917745783639909657766438032
2360,230958872891819954828883219016
2361,115479436445909977414441609508
2362,57739718222954988707220804754
2363,28869859111477494353610402377
2364,86609577334432483060831207132
2365,43304788667216241530415603566
2366,21652394333608120765207801783
2367,64957183000824362295623405350
2368,32478591500412181147811702675
2369,97435774501236543443435108026
2370,48717887250618271721717554013
2371,146153661751854815165152662040
2372,73076830875927407582576331020
2373,36538415437963703791288165510
2374,18269207718981851895644082755
2375,54807623156945555686932248266
2376,27403811578472777843466124133
2377,82211434735418333530398372400
2378,41105717367709166765199186200
2379,20552858683854583382599593100
2380,10276429341927291691299796550
2381,5138214670963645845649898275
2382,15414644012890937536949694826
2383,7707322006445468768474847413
2384,23121966019336406305424542240
2385,11560983009668203152712271120
2386,5780491504834101576356135560
2387,2890245752417050788178067780
2388,1445122876208525394089033890
2389,722561438104262697044516945
2390,2167684314312788091133550836
2391,1083842157156394045566775418
2392,541921078578197022783387709
2393,1625763235734591068350163128
2394,812881617867295534175081564
2395,406440808933647767087540782
2396,203220404466823883543770391
2397,609661213400471650631311174
2398,304830606700235825315655587
2399,914491820100707475946966762
2400,457245910050353737973483381
2401,1371737730151061213920450144
2402,685868865075530606960225072
2403,342934432537765303480112536
2404,171467216268882651740056268
2405,85733608134441325870028134
2406,42866804067220662935014067
2407,128600412201661988805042202
2408,64300206100830994402521101
2409,192900618302492983207563304
2410,96450309151246491603781652
2411,48225154575623245801890826
2412,24112577287811622900945413
2413,72337731863434868702836240
2414,36168865931717434351418120
2415,18084432965858717175709060
2416,9042216482929358587854530
2417,4521108241464679293927265
2418,13563324724394037881781796
2419,6781662362197018940890898
2420,3390831181098509470445449
2421,10172493543295528411336348
2422,5086246771647764205668174
2423,2543123385823882102834087
2424,7629370157471646308502262
2425,3814685078735823154251131
2426,11444055236207469462753394
2427,5722027618103734731376697
2428,17166082854311204194130092
2429,8583041427155602097065046
2430,4291520713577801048532523
2431,12874562140733403145597570
2432,6437281070366701572798785
2433,19311843211100104718396356
2434,9655921605550052359198178
2435,4827960802775026179599089
2436,14483882408325078538797268
2437,7241941204162539269398634
2438,3620970602081269634699317
2439,10862911806243808904097952
2440,5431455903121904452048976
2441,2715727951560952226024488
2442,1357863975780476113012244
2443,678931987890238056506122
2444,339465993945119028253061
2445,1018397981835357084759184
2446,509198990917678542379592
2447,254599495458839271189796
2448,127299747729419635594898
2449,63649873864709817797449
2450,190949621594129453392348
2451,95474810797064726696174
2452,47737405398532363348087
2453,143212216195597090044262
2454,71606108097798545022131
2455,214818324293395635066394
2456,107409162146697817533197
2457,322227486440093452599592
2458,161113743220046726299796
2459,80556871610023363149898
2460,40278435805011681574949
2461,120835307415035044724848
2462,60417653707517522362424
2463,30208826853758761181212
